CustomerID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21
12348,2.2713891921504206,-1.3683131514291287,0.18007236587969344,-0.3934549354816782,-0.38183561835187085,0.705337260486123,1.3583458041129262,-0.8795585653341705,0.5987889573355685,0.05027807187909274,-0.01517144229293543,0.34169371922458325,-0.03184574884717037,0.16786963469469818,0.0026891986676929763,0.09895718459553439,0.17816674954099973,0.9732042169373927,-0.0797593321790998,1.520209695519157e-14,-1.162576647092101e-17
12350,-1.7031277142500227,-0.11773274696140636,0.18111033851347166,0.7234489765300199,0.025667967830210622,0.02790137465493689,9.424026117077392e-05,-0.16577159458750726,0.8205825716694807,0.042845793467280346,-0.01077515572447862,0.3081737379345118,-0.022789948192252198,0.1260874501186099,-0.0001211078540937109,0.05862104470379694,0.07906754665741066,0.10559676655177941,1.022737153027538,-1.9017695998532115e-18,1.8162556028487909e-16
12352,0.4695031733070503,1.8232212524429234,0.32873366288295974,-0.973051940200923,-0.2893726595167146,-0.08729424478532327,-0.1320034471268022,-0.2670634358373679,0.8102498789435967,0.12405992016386283,-0.02294208267139487,0.30813823560409453,-0.024552994463924793,0.1242328879119417,-0.000675116333105316,0.05991945163984344,0.0807012155982169,0.10211731607207027,1.0205989371514033,-6.530104838351852e-17,-1.519812114931876e-16
12354,-0.7386011759994481,-2.072835867652903,1.6140143024433344,0.13110428324357146,0.5175002755703789,-0.1997772905164433,-0.2348904092235581,-0.32243020445802933,0.7736425182532997,0.010864113857885487,-0.023430516794728993,0.6127292748696551,-0.7031408702553522,-0.43545145054737744,0.0011297214871527933,-0.06599112746718741,-0.047167548582577275,-0.03061377192089962,-0.016053527255171764,-7.650824140529629e-18,-4.947496717811693e-17
12356,4.5432319031182296,-5.282923552769452,3.153172491631274,-1.4212366288914782,-1.2590743995597904,0.02417042179862261,-0.36714973222641306,-0.9192317011143274,0.4326284720811309,-0.40940927297898255,-0.059751685114452315,0.40599914122549813,-0.049120972498333866,0.5441494597805133,-0.7048499037125061,-0.3080777326489984,-0.12807215882617548,-0.06195494698415179,-0.0345090978476926,-1.651425117099581e-16,-5.2029644414079e-17
12358,-1.5921610220954272,-0.39001301648224235,0.3875580950519945,0.6290041502023431,0.08261144144786398,-0.020864067739158245,-0.07833159831347201,-0.1746025200491796,0.8266662304033869,0.035874806985931595,-0.013641475858530948,0.36880007721907426,-0.03381866746757219,0.22005952272841178,-0.0007503451426675963,0.17557138415660017,0.937721558867498,-0.2061579366980069,-0.04484602012574458,6.466133608119987e-17,-1.8634209860917758e-16
12360,2.198422977550804,-3.544117601402963,2.1131428555237286,-1.3954203645363465,-0.2769750874424165,-0.12863312783857261,-0.3629839382220816,-0.3497301606929728,0.6558732083493888,-0.14304797167939992,-0.03323709119428829,0.3479977112306583,-0.031710915321183836,0.21487358478995347,0.0011955271887849643,0.1787545176445319,0.9370552029917397,-0.21118186967558397,-0.05134878132453236,-5.2274750918253746e-17,1.680737709154067e-16
12361,-1.8593530413139658,0.17940307156722923,-0.0351891926163987,0.8083511864532757,-0.05000979942998612,0.0560144191820886,0.019301894551386735,-0.15522054833268625,0.8912150762208656,0.04888983327174837,-0.015076877354995093,0.6699977701409631,0.7090520542459956,-0.3377202605691937,-0.0013885811768153563,-0.05406647044416331,-0.042145859327609045,-0.024526130746103207,-0.012347510047715156,1.8852851981422764e-16,-2.167391621737194e-16
12362,1.5667394440922986,0.34672336656440694,-0.6840626757040172,-0.21499663785345782,-0.32600476342394036,0.12988590377508788,-0.013451201335036671,-0.306237068366339,0.836874861423254,-0.22933005486253014,-0.03146630104038852,0.6664905445757536,0.7107430734963841,-0.3390395815774333,-0.002378569479911813,-0.049490750358128444,-0.04114333071060479,-0.02299993479324937,-0.014827656223576199,-1.4417050023909543e-16,-2.321217147227073e-16
12364,0.3302371173651911,-3.982364419564674,2.9764008890157356,-0.37141082782083046,1.0616487135723363,-0.3227309442383629,-0.2182178629914708,-0.585375164410699,0.6542366545495439,0.010934225766089907,-0.032644357534748356,0.6497671687543355,0.7041348931449568,-0.338003221955593,0.0029620280507306218,-0.05503051070919957,-0.04319260338248248,-0.030209793629086018,-0.01709604256254032,-1.8105972962036517e-17,8.512820467546339e-17
12373,-1.6686546673181761,-0.19287449380703603,0.23677259709899293,0.7016697572377507,0.042811961878454534,0.01869071712911203,-0.01299329499409236,-0.17611325227027452,0.8331082524949183,0.040210240346285044,-0.012513442127971116,0.37003029105388346,-0.0337574269331179,0.22015901822918718,-0.000936196903120679,0.1756353587748096,0.9377795369683845,-0.20605014925325155,-0.0444514465191786,2.8801102616613646e-17,-2.1583117474013532e-16
12377,-0.09774282531123762,-0.691374977209855,0.12191376708670275,-1.2001287307334056,-0.0610977696977592,0.07642978072809892,0.13090393588412874,-0.04450391361026364,0.8684084262237902,0.07141243514971815,-0.011297964098481732,0.43595202174450975,-0.05105375572672135,0.5526493393370671,0.7093585523548771,-0.30084664042785497,-0.12161939363863847,-0.06596090422103593,-0.0249458094689024,5.013538066851658e-17,1.2295567253256207e-15
12379,-0.8608012278137195,-0.011598093680938058,0.011362189916650887,0.9739333099217485,-0.7983132437031705,0.08119570809320448,-0.2593996403556988,-0.5275873560471284,0.7620193970598516,-0.14631465518099412,-0.03677036080104426,0.6634666116839785,0.7094353520058789,-0.3420577002830804,-0.0032462463506413943,-0.05705649829307795,-0.04425429549713092,-0.021293211889887174,-0.015062591007843084,-1.688557911591823e-17,3.46524545345852e-16
12380,-0.054314008481429824,-3.4489895487095543,2.6214686966703984,-0.2842756398986319,0.8700897775106127,-0.3567027231843871,-0.39425653361454227,-0.44669325381783875,0.7028686916224007,0.00611161136295569,-0.03152242970331733,0.65132190669017,0.7054204730112017,-0.3382956154193072,0.0023272149666647896,-0.054976853916027094,-0.04309049986884466,-0.02886506423099217,-0.017135074761623903,9.441378720047462e-18,4.2311756804639263e-16
12383,0.0031556266546112813,0.9064412598242534,-1.0996015083599797,-0.6438647181072843,0.13118107602341297,0.021909328845011292,-0.009603104558892373,-0.5046983605987341,0.8228189333883729,0.024198591813191724,-0.030782605099588533,0.6684851573948992,0.7045375207700348,-0.3373447501697357,-0.0019209518325910121,-0.052452781946237585,-0.040445369155201374,-0.02619743817149093,-0.01355670182766024,1.1465399241488964e-17,1.7042247675442388e-15
12384,-1.2716099998377484,-1.046451740171805,0.8696291063169563,0.4252125895431675,0.24510390335125512,-0.10107493671020876,-0.16371533833383786,-0.22201498837266498,0.8085613520476418,0.022437536157154606,-0.017792634842234176,0.43664493564909446,-0.05276154173809085,0.5533007578824758,0.7091110736055222,-0.30649958631301666,-0.123785535383525,-0.06154414393120252,-0.02464403721023511,-5.8908829790379795e-18,1.7740638753741076e-16
12395,2.095244377367836,0.7884291387996983,-1.4441666232463701,-0.009520545419848158,0.7495075989375629,0.10375300801974115,0.27426815940016186,-0.776661363513464,0.7520127602460583,-0.16351191952160996,-0.037456170461150386,0.6728735804563769,0.7028129877561841,-0.33428224742002777,-0.0018990828824595372,-0.051235281170027736,-0.04001356236348682,-0.02367486937952529,-0.012460957077650246,-2.5433562614604096e-16,-3.6311986240146747e-16
12399,-0.48817915640383613,0.5803064695588003,-0.8854311557927643,-0.774608105917174,0.0776210628076799,0.12614844024220925,0.17051060881298877,-0.2775960030800378,0.8782451933818659,0.10377773761852253,-0.018829559345502806,0.6689934750366401,0.706431553041157,-0.3372255942634116,-0.0011287678481959572,-0.05081253752670407,-0.04009640560343169,-0.028409190317124095,-0.012837848308852564,-5.557199084906139e-17,-9.152165337094318e-16
12401,-1.994947008657841,0.44288020537607686,-0.22675360380691206,0.8849063422309029,-0.11895819793504725,0.08239529557903418,0.04035208634533986,-0.1304211307997059,0.9056861449923698,0.0515748673989546,-0.013931804529301397,0.6713087776457503,0.7093442682795406,-0.3376927754455636,-0.0016617644222437099,-0.05400340258611757,-0.04207865776495389,-0.024184252036025266,-0.012028025901132907,4.814789009233505e-17,1.0826901471264147e-17
12402,-1.8350620931452755,0.12802386152496767,0.002808873602708189,0.7920970306200613,-0.0375802479667867,0.04916275561731207,0.01092470150588962,-0.15832773007803325,0.8887709905189481,0.048165803120308236,-0.015323543045178318,0.6697206397563743,0.7090086321065713,-0.33773242062866804,-0.001336907342631241,-0.05408021517497338,-0.042159627040911585,-0.024580046452022643,-0.012423210665602891,4.501561942283084e-17,4.3112104229259166e-16
12405,-0.3249371349674045,-2.8496402619625423,2.17493036217403,-0.08727400613286292,0.727365951964533,-0.26593267364506873,-0.26955511464875964,-0.40205953162042946,0.6845801267283766,0.03301231966479816,-0.022242158087332743,0.33063269607461093,-0.03219718767916605,0.16987279448319206,0.004736844890810039,0.09537125937355193,0.1772894697788541,0.9786201503014946,-0.0838738624775676,-3.12974083297306e-15,-8.820689263668928e-17
12407,1.690509216853053,-0.973647721777273,-0.02701633596534154,-0.6323294779285453,-0.24839215509471632,0.26936683338726203,0.3629178331109205,-0.42383454155359024,0.7634202238104414,0.20571200552633687,-0.01887651790406001,0.6672404304134147,0.7068279616190373,-0.3395069875195366,0.00012963855518916844,-0.05292961663631192,-0.04126385947706716,-0.0341096866532177,-0.013511242930342329,-3.9603653886824806e-17,-1.1967905682640735e-16
12408,1.411435939761996,0.43384476430558283,-0.6193719919043402,-0.42670023131682344,-0.6686661790642869,-0.04196279510523246,-0.28599403559813036,-0.4900721211293216,0.7622355158141668,0.26297638606297913,-0.031939830684348865,0.6694734249106143,0.7053409816519026,-0.3411879992367676,-0.0016901497101008457,-0.057573298478625155,-0.04181614836151376,-0.031833402723298376,-0.014730062907568616,1.2221008225992696e-17,-1.9754274964531463e-16
12410,-0.7932351895222555,0.9069371087749657,-0.9241578443023828,-1.098247439452366,-0.32477857549456174,0.06417138738647328,0.11514305938785425,-0.07773732617158405,0.906268940173772,0.1471204359416545,-0.01199935074581625,0.4418969112250102,-0.052269673470320514,0.5527060213052145,0.7078627975880172,-0.30224532028295376,-0.12116993519214074,-0.06504714795764681,-0.023778098118109433,2.2228961460238835e-17,-9.170335691525046e-17
12413,-0.18627217010935765,0.3425576471634244,-0.5139734597916883,-0.4635687965379319,-0.8392194009430313,0.05038249578370082,-0.16554627524030904,-0.3584850541347435,1.047875097412923,0.18292057074449436,-0.7197315525380571,-0.26861383622268226,0.005739813857506382,-0.031912744605815856,-0.0016651293349373305,-0.011092874713844049,-0.008108032429183471,-0.006921725810330619,-0.004675228641125453,1.571719828934519e-17,2.370158570083801e-17
12414,-1.0242146569461552,0.6902753176171372,-0.8566519263782371,-0.8985212082811557,0.031076158611838805,0.09590639894941572,0.12920917997529036,-0.05963470028405315,0.9000849802585512,0.1304544784353753,-0.00853882493393223,0.37123580498567244,-0.034471884886379374,0.22083638262047342,-0.0008692797114101561,0.18011778692982688,0.9403118612491999,-0.20967775257471857,-0.044354659694741734,2.2752916319683506e-17,-1.4832986932143223e-17
12418,-1.2349096190202657,-1.0502150387389073,0.8619844474638363,0.4455475681789522,0.2625079391554563,-0.07385267496982964,-0.09495168572954518,-0.2503164600475536,0.8022467137955742,0.0256393547338467,-0.01743117825951231,0.4369734158310375,-0.052984934920063814,0.5534102965804651,0.7091408098914779,-0.30647710819051854,-0.12377577568633548,-0.061755172842985276,-0.024431985339171965,-3.7129442052315474e-18,-8.539956440250595e-17
12421,-0.3406120530294299,-0.039461729234850744,-0.3580366918374889,-0.5821134498520285,0.06299206956140631,0.12058834102937217,0.18883260226044454,-0.16386801279143048,0.8849254932183149,-0.017020690533264677,-0.015732723513653717,0.6206637296948438,-0.7010837801319805,-0.434882350172315,-0.0006266182495679926,-0.060771844237133825,-0.04492055944792251,-0.030353443638690754,-0.014138369400486931,-4.7983237818443224e-17,2.795050235188472e-17
